150,510
140,510
130,510
120,510
120,520
130,520
140,520
150,520
160,520
170,520
70,530
80,530
90,530
100,530
110,530
120,530
130,530
140,530
150,530
160,530
170,530
170,540
160,540
150,540
140,540
130,540
120,540
110,540
100,540
90,540
80,540
70,540
70,550
80,550
90,550
100,550
110,550
120,550
130,550
140,550
150,550
160,550
170,550
170,560
160,560
150,560
140,560
130,560
120,560
110,560
100,560
90,560
80,560
70,560
70,570
80,570
90,570
100,570
110,570
120,570
130,570
140,570
150,570
160,570
170,570
170,580
160,580
150,580
140,580
130,580
120,580
110,580
100,580
90,580
80,580
70,580
120,590
130,590
140,590
150,590
160,590
170,590
170,600
160,600
150,600
140,600
130,600
120,600
120,610
130,610
140,610
150,610
160,610
170,610
170,620
160,620
150,620
140,620
130,620
120,620
70,630
80,630
90,630
100,630
110,630
120,630
130,630
140,630
150,630
160,630
170,630
170,640
160,640
150,640
140,640
130,640
120,640
110,640
100,640
90,640
80,640
70,640
70,650
80,650
90,650
100,650
110,650
120,650
130,650
140,650
150,650
160,650
170,650
170,660
160,660
150,660
140,660
130,660
120,660
110,660
100,660
90,660
80,660
70,660
70,670
80,670
90,670
100,670
110,670
120,670
130,670
140,670
150,670
160,670
170,670
170,680
160,680
150,680
140,680
130,680
120,680
110,680
100,680
90,680
80,680
70,680
70,690
80,690
90,690
100,690
110,690
120,690
130,690
140,690
150,690
160,690
170,690
